Freebase_ID	Year_of_Birth	Name	Place_of_Birth
#9202a8c04000641f80000000046cea3c	1408-04-23	John de Vere, 12th Earl of Oxford	
#9202a8c04000641f800000002058c985		David FitzMaurice	
#9202a8c04000641f800000002058c992		Maurice de Rochford	
#9202a8c04000641f800000002058ca21		Emmeline Longespee	
#9202a8c04000641f8000000012e414a3	1194	Maurice FitzGerald, 2nd Lord of Offaly	
#9202a8c04000641f800000000011c816	1228-02	William, King of the Romans	
#9202a8c04000641f80000000003ea51e		Witte van Haemstede	
#9202a8c04000641f80000000009c13be		Catherina van Holland	
#9202a8c04000641f8000000000575a22	1208	Humphrey de Bohun, 2nd Earl of Hereford	
#9202a8c04000641f80000000153379af	1210	Maud de Lusignan	
#9202a8c04000641f80000000008fe68b	1570	James FitzGerald, 1st Earl of Desmond	
#9202a8c04000641f80000000004e47dc		Thomas Randolph, 1st Earl of Moray	
#9202a8c04000641f800000000094bb04		Domhnall I, Earl of Mar	
#9202a8c04000641f800000000056a9a2	1214	Alexander Stewart, 4th High Steward of Scotland	
#9202a8c04000641f800000000094bd9e	1332-03	Thomas, Earl of Mar	
#9202a8c04000641f800000000476460e	1400	James the Fat	Scotland
#9202a8c04000641f8000000005c19059	1360	Isabel Douglas, Countess of Mar	
#9202a8c04000641f800000002076c795		Marie van Hoorn	
#9202a8c04000641f80000000055a7629	1165	William des Roches	
#9202a8c04000641f800000000beb2aec	1179	Marguerite de Sablé	
#9202a8c04000641f8000000000b70730	1163	Hugh IX of Lusignan	
#9202a8c04000641f8000000020678cb7		Margaret of Commequiers	
#9202a8c04000641f800000000bf52636		Yolande de Coucy	
#9202a8c04000641f8000000000222344	1161-06-12	Constance, Duchess of Brittany	Brittany
#9202a8c04000641f80000000002f20db		Guy, Duke of Brittany	
#9202a8c04000641f8000000000397697	1130	Richard de Clare, 2nd Earl of Pembroke	Tonbridge
#9202a8c04000641f8000000000b8450a	1145	Eva MacMurrough	
#9202a8c04000641f8000000000647c07	1190	William Marshal, 2nd Earl of Pembroke	
#9202a8c04000641f8000000000b13175	1191	Richard Marshal, 3rd Earl of Pembroke	
#9202a8c04000641f80000000057ac54f	1194	Gilbert Marshal, 4th Earl of Pembroke	
#9202a8c04000641f8000000010060f30	1196	Walter Marshal, 5th Earl of Pembroke	
#9202a8c04000641f8000000005b4b2e5		Anselm Marshal, 6th Earl of Pembroke	
#9202a8c04000641f800000000468ffce	1105	John Marshal	
#9202a8c04000641f800000000faef99a		Joan Marshal	
#9202a8c04000641f800000000faef9a2		Walter Marshal, 5th Earl of Pembroke	
#9202a8c04000641f800000000faef9a8		Sibyl Marshal	
#9202a8c04000641f8000000005e2536a		Giles de Braose	
#9202a8c04000641f800000000862e079	1185	Loretta de Braose	
#9202a8c04000641f800000000debed6e	1177	Margaret de Braose	
#9202a8c04000641f800000000875c8ec	1155	Maud de Braose	
#9202a8c04000641f8000000000136c86	1144	William de Braose, 4th Lord of Bramber	
#9202a8c04000641f800000000f81ad8d	1195	Amaury VI de Montfort	
#9202a8c04000641f800000002058b0a4		Béatrice de Bourgogne	
#9202a8c04000641f8000000000921109	1208	Thomas de Beaumont, 6th Earl of Warwick	
#9202a8c04000641f8000000000921333		Margaret de Newburg, Countess of Warwick	
#9202a8c04000641f8000000014686a11		William de Beaumont, 3rd Earl of Warwick	
#9202a8c04000641f800000000091cf8f	1102	Roger de Beaumont, 2nd Earl of Warwick	
#9202a8c04000641f800000000019db00	1095	Hugh Bigod, 1st Earl of Norfolk	
#9202a8c04000641f800000001dad316b	1195	Isabella of Scotland, Countess of Norfolk	
#9202a8c04000641f80000000057d18fe		Hugh d'Aubigny, 5th Earl of Arundel	
#9202a8c04000641f80000000206447aa		Joan de Stuteville	
#9202a8c04000641f80000000004c9bce	1153	Richard de Clare, 4th Earl of Hertford	
#9202a8c04000641f800000000b3c1e6a	1226-11-02	Isabella of Gloucester and Hertford	Tewkesbury
#9202a8c04000641f800000000b642583	1220	Amice de Clare	
#9202a8c04000641f8000000000513cff	1235-11-02	Henry of Almain	Haughley Castle
#9202a8c04000641f8000000006b73209	1712	John Talbot	
#9202a8c04000641f800000000038b24e	1710-05-16	William Talbot, 1st Earl Talbot	
#9202a8c04000641f800000000016c7d3	1360	Giovanni di Bicci de' Medici	Florence
#9202a8c04000641f800000001d2c32fd	1368	Piccarda Bueri	
#9202a8c04000641f800000000f824f78		Carlo de' Medici	Florence
#9202a8c04000641f8000000018e94f90		Lorenzo Tornabuoni	
#9202a8c04000641f8000000015a31330		Gui VI, Viscount of Limoges	
#9202a8c04000641f8000000000d49f98	1224	William III of Dampierre	
#9202a8c04000641f800000000c48af60	1247	Isabelle of Luxembourg	
#9202a8c04000641f8000000015a31f26		Matilda of Bethune	
#9202a8c04000641f8000000000d49ea1	1196	William II of Dampierre	
#9202a8c04000641f80000000001f8281	1202-06-02	Margaret II, Countess of Flanders	
#9202a8c04000641f8000000015a31f58		Marie of Flanders	
#9202a8c04000641f8000000015a31f5e	1249	William, Lord of Dendermonde and Crèvecoeur	
#9202a8c04000641f8000000015a31f65	1252	Baldwin of Flanders	
#9202a8c04000641f8000000015a31f6d	1260	Beatrix of Dampierre	
#9202a8c04000641f8000000015a31f75	1250	John, Bishop of Metz and Liège	
#9202a8c04000641f800000001d1f1e29	1291	Luis de la Cerda	France
#9202a8c04000641f80000000008ed0e2	1661-01-25	Antonio I of Monaco	Paris
#9202a8c04000641f80000000006deca6	1697-10-10	Louise-Hippolyte, Princess of Monaco	Monaco
#9202a8c04000641f8000000014f3f207	1692-02-13	Louis, Prince of Lambesc	
#9202a8c04000641f800000001600aa52	1721	Gaston, Count of Marsan	Paris
#9202a8c04000641f800000001601bc6e		Camille, Prince of Marsan	
#9202a8c04000641f800000000b51716e	1476	Ferry de Mailly	
#9202a8c04000641f800000000084a31b		Margareta Slots	
#9202a8c04000641f800000001e9282e6		John II, Count of Rietberg	
#9202a8c04000641f80000000000298e5	1371	Mary of Hungary	
#9202a8c04000641f800000000056b364	1365	Hermann II of Celje	
#9202a8c04000641f8000000008e7d81f	1358	Countess Anna of Schaunberg	Celje
#9202a8c04000641f800000001dac0c3a	1402	Philip I, Count of Katzenelnbogen	
#9202a8c04000641f800000001e52fde4		Otto II, Duke of Brunswick-Harburg	Celle
#9202a8c04000641f800000001ff6526c		George II, Duke of Württemberg-Montbéliard	Montbéliard
#9202a8c04000641f800000001e52af58		Silvius I Nimrod, Duke of Württemberg-Oels	Weiltingen
#9202a8c04000641f8000000009286d9d	1634-10-06	Victor Amadeus, Prince of Anhalt-Bernburg	Bernburg
#9202a8c04000641f80000000206605b6		Princess Sophie of Hesse-Philippsthal	
#9202a8c04000641f800000002067f0d9		Natália Nikolaievna, Countess Golovine	
#9202a8c04000641f80000000006f59a4	1727-08-10	Karl Anton August, Prince of Schleswig-Holstein-Sonderburg-Beck	Marburg
#9202a8c04000641f800000002058b4f2		Dorothea of Lorraine	
#9202a8c04000641f800000002065740e		Elizabeth of Pomerania-Wolgast	
#9202a8c04000641f800000001dd0b528		Lorenz of Werle	
#9202a8c04000641f800000000ab28faf	1425	Jan I of Lubin	
#9202a8c04000641f80000000205954bf	1477	John II, Duke of Legnica	
#9202a8c04000641f8000000005b0bcd6	1689-02-27	Maximilian Emanuel of Württemberg-Winnental	Stuttgart
#9202a8c04000641f800000000462c5a3	1671-06-21	Christian Detlev Reventlow	Haderslev
#9202a8c04000641f800000001d1fe047		Ernestine of Saxe-Weimar	Weimar
#9202a8c04000641f800000002022d562		Christiane Sophie Charlotte of Brandenburg-Bayreuth	Neustadt an der Aisch
#9202a8c04000641f800000001d358166		Caroline of Erbach-Fürstenau	Michelstadt
#9202a8c04000641f8000000000e3ff98	1763-04-29	Frederick, Duke of Saxe-Hildburghausen	Hildburghausen
#9202a8c04000641f8000000000058b0d	1672-06-09	Peter I of Russia	Moscow
#9202a8c04000641f8000000000058732	1684-04-15	Catherine I of Russia	Rõngu Parish
#9202a8c04000641f8000000000267bd8	1739-09-24	Grigori Alexandrovich Potemkin	
#9202a8c04000641f8000000005d30438		Johanna Elisabeth of Holstein-Gottorp	
#9202a8c04000641f80000000001f1277	1732-01-17	Stanisław August Poniatowski	Voŭčyn
#9202a8c04000641f800000000050761b	1654	Jerzy Dominik Lubomirski	
#9202a8c04000641f8000000019295712	1723-07-11	Landgravine Caroline Louise of Hesse-Darmstadt	Darmstadt
#9202a8c04000641f8000000007353491	1722-07-11	Landgrave George William of Hesse-Darmstadt	Darmstadt
#9202a8c04000641f8000000000de357e	1745-01-30	Ernest II, Duke of Saxe-Gotha-Altenburg	Gotha
#9202a8c04000641f800000001ce315f3		Louise Caroline of Hochberg	Karlsruhe
#9202a8c04000641f800000000062ed65	1763-02-09	Louis I, Grand Duke of Baden	Karlsruhe
#9202a8c04000641f80000000007d9879	1755-02-14	Karl Ludwig, Hereditary Prince of Baden	Karlsruhe
#9202a8c04000641f80000000007f7c78	1792-04-08	Prince Wilhelm of Baden	Karlsruhe
#9202a8c04000641f80000000005e7cba	1790-08-29	Leopold, Grand Duke of Baden	Karlsruhe
#9202a8c04000641f800000000082474c	1694-08-29	Charlotte Christine of Brunswick-Lüneburg	Braunschweig
#9202a8c04000641f80000000004c1af4	1638	Józef Karol Lubomirski	
#9202a8c04000641f8000000020682acf		Margrave Louis of Brandenburg	
#9202a8c04000641f80000000004c3273	1620-05-03	Bogusław Radziwiłł	Gdańsk
#9202a8c04000641f800000001e7b1b3f		George August, Count of Nassau-Idstein	Idstein
#9202a8c04000641f80000000047e84cd	1686-06-07	Adolf Friedrich III, Duke of Mecklenburg-Strelitz	Neustrelitz
#9202a8c04000641f8000000000b5388e	1741-10-10	Charles II, Grand Duke of Mecklenburg-Strelitz	Mirow
#9202a8c04000641f800000000907b0b8	1748	Duke George Augustus of Mecklenburg	Mirow
#9202a8c04000641f800000001e3a4c5f	1742-08-27	Duke Ernest Gottlob of Mecklenburg	Mirow
#9202a8c04000641f800000001dc08a1e		Prince Eugene of Saxe-Hildburghausen	Hildburghausen
#9202a8c04000641f800000001dddcdb8		Amalie of Saxe-Hildburghausen	Hildburghausen
#9202a8c04000641f800000000a7e98fa	1763-08-11	Princess Louise Eleanore of Hohenlohe-Langenburg	Langenburg
#9202a8c04000641f8000000000e18b7d	1800-12-17	Bernhard II Erich Freund, Duke of Saxe-Meiningen	Meiningen
#9202a8c04000641f800000000ab1b9bf	1794-06-25	Princess Ida of Saxe-Meiningen	Meiningen
#9202a8c04000641f8000000000de8aeb	1774-11-28	Frederick IV, Duke of Saxe-Gotha-Altenburg	Gotha
#9202a8c04000641f800000001dacae50	1345	Wartislaw VI, Duke of Pomerania	
#9202a8c04000641f800000001dc0be6d	1390	Barnim VII, Duke of Pomerania	
#9202a8c04000641f80000000153811ae	1636-06-21	Godefroy Maurice de La Tour d'Auvergne	
#9202a8c04000641f800000001536026e	1679-08-02	Louis Henri de La Tour d'Auvergne	Paris
#9202a8c04000641f80000000158150a3		Marie Charlotte de La Tour d'Auvergne	Hôtel de Chimay
#9202a8c04000641f8000000000344acc	1696-03-13	Louis François Armand du Plessis, duc de Richelieu	Paris
#9202a8c04000641f800000000c48ee51	1736-02-04	Louis Antoine Sophie de Vignerot du Plessis	
#9202a8c04000641f8000000015374512	1673	Anne Geneviève de Lévis	
#9202a8c04000641f8000000015355ff4	1669-05-08	Hercule Mériadec, Duke of Rohan-Rohan	Paris
#9202a8c04000641f80000000057dc83b	1395	Lorenzo il Vecchio	Florence
#9202a8c04000641f80000000001bb26c	1463-08-04	Lorenzo di Pierfrancesco de' Medici	Florence
#9202a8c04000641f8000000016f1e29d	1641-05-18	Olimpia Giustiniani	
#9202a8c04000641f80000000004bc70c	1635-10-26	Michał Kazimierz Radziwiłł	Niasviž
#9202a8c04000641f80000000006039a5	1616	Władysław Dominik Zasławski	
#9202a8c04000641f80000000004bc547	1669	Karol Stanisław Radziwiłł	
#9202a8c04000641f80000000083c007f	1650	Aleksander Janusz Zasławski	
#9202a8c04000641f800000000060391a	1650	Teofilia Ludwika Zasławska	
#9202a8c04000641f80000000004c0969	1571	Aleksander Ostrogski	
#9202a8c04000641f8000000000603d83	1575	Anna Kostka	
#9202a8c04000641f80000000004c0758	1626	Joanna Barbara Zamoyska	
#9202a8c04000641f80000000003d8572	1542-03-19	Jan Zamoyski	
#9202a8c04000641f80000000004c0784	1566	Barbara Tarnowska	
#9202a8c04000641f800000002068655a		Anne Marie Christiane de Simiane	
#9202a8c04000641f8000000007d6bacd	1655-05	Charles Belgique Hollande de La Trémoille	
#9202a8c04000641f8000000015cf3ef7		Landgravine Hedwig of Hesse-Rotenburg	Rotenburg an der Fulda
#9202a8c04000641f800000001580a3e1	1704	Louise de Rohan	Hôtel de Soubise
#9202a8c04000641f800000001535e9e8	1688	Hercule Mériadec, Prince of Guéméné	
#9202a8c04000641f8000000000195aa6	1802-10-26	Miguel of Portugal	Lisbon
#9202a8c04000641f8000000000838554	1805-06-25	Infanta Maria da Assunção of Portugal	
#9202a8c04000641f800000000083443b	1801-07-04	Infanta Isabel Maria of Portugal	Lisbon
#9202a8c04000641f8000000000834220	1800-04-22	Infanta Maria Francisca, Countess of Molina	Queluz
#9202a8c04000641f8000000000834138	1793-04-29	Teresa, Princess of Beira	Queluz National Palace
#9202a8c04000641f80000000004fc959	1806-10-23	Infanta Ana de Jesus Maria of Portugal	
#9202a8c04000641f8000000014e6e422		Sir John Ashburnham	
#9202a8c04000641f80000000005b6cc5	1603	John Ashburnham	
#9202a8c04000641f800000000be00c49		Jemima Tullikens	
#9202a8c04000641f800000000be00d60		Elizabeth Townshend	
#9202a8c04000641f800000001b57ee91	1774-10-19	Charles Cornwallis, 2nd Marquess Cornwallis	
#9202a8c04000641f8000000000549897	1806-11-25	Walter Montagu-Douglas-Scott, 5th Duke of Buccleuch	Dalkeith Palace
#9202a8c04000641f800000000031ceb3	1845-12-27	Charles Gordon-Lennox, 7th Duke of Richmond	
#9202a8c04000641f800000000565ac6a	1664-10-18	George Compton, 4th Earl of Northampton	
#9202a8c04000641f800000000565ad9e	1687-05-02	James Compton, 5th Earl of Northampton	
#9202a8c04000641f800000002057d3e1		Sir Godfrey Webster, 4th Baronet	
#9202a8c04000641f800000000072a1e4	1870-03-26	Charles Beauclerk, 11th Duke of St Albans	
#9202a8c04000641f8000000000b66faf	1871-08-21	Lady Sybil Lascelles	
#9202a8c04000641f800000000072c45f	1915-08-16	Charles Beauclerk, 13th Duke of St Albans	
#9202a8c04000641f80000000004ebd23		Michał Wiśniowiecki	
#9202a8c04000641f80000000001b9448	1756-05-27	Maximilian I of Bavaria	Schwetzingen
#9202a8c04000641f8000000006bbb3ac	1765-04-14	Augusta Wilhelmine of Hesse-Darmstadt	Darmstadt
#9202a8c04000641f8000000006afe084	1775-04-08	Adam Albert von Neipperg	Vienna
#9202a8c04000641f8000000000076414	1811-03-20	Napoleon II of France	Paris
#9202a8c04000641f8000000017e42da2		William Albert, 1st Prince of Montenuovo	Parma
#9202a8c04000641f8000000000064dfe	1830-08-18	Franz Joseph I of Austria	Schönbrunn Palace
#9202a8c04000641f80000000047cf452	1842-05-15	Archduke Ludwig Viktor	Vienna
#9202a8c04000641f8000000009654e53	1767	Victor II, Prince of Anhalt-Bernburg-Schaumburg-Hoym	Schaumburg
#9202a8c04000641f80000000002a68d7	1863-05-21	Archduke Eugen of Austria	Židlochovice
#9202a8c04000641f80000000002a6fb1	1856-06-04	Archduke Friedrich, Duke of Teschen	Židlochovice
#9202a8c04000641f8000000000aa7e19	1849-07-02	Maria Theresia of Austria-Este	Brno
#9202a8c04000641f800000000560fdae	1860-09-05	Archduke Charles Stephen of Austria	Židlochovice
#9202a8c04000641f8000000000081404	1820-03-14	Victor Emmanuel II of Italy	Turin
#9202a8c04000641f800000000007bdb4	1844-03-14	Umberto I of Italy	Turin
#9202a8c04000641f8000000000085b5e	1845-05-30	Amadeo I of Spain	Turin
#9202a8c04000641f80000000055cb697	1843-03-02	Princess Maria Clotilde of Savoy	Turin
#9202a8c04000641f80000000093fb878	1846-07-11	Prince Oddone, Duke of Montferrat	Turin
#9202a8c04000641f8000000000cc3cde	1847-02-14	Maria Pia of Savoy	Turin
#9202a8c04000641f8000000000cd82ed	1822-11-15	Ferdinand, Duke of Genoa	Florence
#9202a8c04000641f800000000b521ac5	1825-04-01	Auguste Ferdinande of Austria	Florence
#9202a8c04000641f8000000006b27ef4	1825-06-10	Princess Hildegard of Bavaria	Munich
#9202a8c04000641f800000000879dca0	1849-01-25	Archduchess Mathilda of Austria	Vienna
#9202a8c04000641f8000000005c2fd36	1801-11-13	Princess Amalie Auguste of Bavaria	Munich
#9202a8c04000641f8000000000017820	1828-04-23	Albert I of Saxony	Dresden
#9202a8c04000641f80000000002a6b7b	1832-08-08	George of Saxony	Dresden
#9202a8c04000641f8000000005e2927d	1830	Princess Elisabeth of Saxony	Dresden
#9202a8c04000641f800000000c4a8850	1845-03-22	Princess Sophie of Saxony	Dresden
#9202a8c04000641f800000000c48bb73	1836-01-04	Princess Anna of Saxony	Dresden
#9202a8c04000641f800000000c494da1	1840-05-24	Princess Margaretha of Saxony	Dresden
#9202a8c04000641f80000000005a7e75	1822-05-15	Juan, Count of Montizón	Palacio Real de Aranjuez
#9202a8c04000641f8000000000a469d3	1849-09-12	Infante Alfonso Carlos, Duke of San Jaime	London
#9202a8c04000641f8000000000a46836	1848-03-30	Carlos, Duke of Madrid	Ljubljana
#9202a8c04000641f800000002066eefa		Louise Aglaé de Conflans d'Armentiere	
#9202a8c04000641f8000000014f4c952		Louis, Prince of Brionne	
#9202a8c04000641f800000000aafac16	1779-05-19	Pepita Tudó	Cádiz
#9202a8c04000641f8000000005bd8558	1724-02-27	Frederick Michael, Count Palatine of Zweibrücken	Ribeauvillé
#9202a8c04000641f80000000008ae6c6	1841-10-04	Maria Sophie of Bavaria	Possenhofen Castle
#9202a8c04000641f8000000009d730a7	1869-12-24	Princess Cristina of Bourbon-Two Sicilies	Rome
#9202a8c04000641f8000000009f04551	1847-01-01	Princess Margherita of Bourbon-Parma	Lucca
#9202a8c04000641f8000000009406ecb	1851-02-12	Prince Henry, Count of Bardi	Parma
#9202a8c04000641f80000000004c1d5e	1614	Bogusław Leszczyński	Wiślica
#9202a8c04000641f80000000004a63e6	1634	Stanisław Jan Jabłonowski	Lviv
#9202a8c04000641f8000000000505248	1643	Marianna Kazanowska	
#9202a8c04000641f80000000008d32b3	1609-01-21	Krzysztof Opaliński	Sieraków
#9202a8c04000641f80000000006a3ba4	1694-11-29	Leopold of Anhalt-Cöthen	Köthen
#9202a8c04000641f800000001dd03884		Simon August, Count of Lippe-Detmold	Detmold
#9202a8c04000641f8000000020674c86		Louise Henriette Wilhelmine of Brandenburg-Schwedt	
#9202a8c04000641f80000000092655f7	1769-12-27	Frederick, Hereditary Prince of Anhalt-Dessau	Dessau
#9202a8c04000641f800000001ddbcaac	1595-07-31	Philip Wolfgang, Count of Hanau-Lichtenberg	Bouxwiller
#9202a8c04000641f8000000020249757		Reinhard III, Count of Hanau	
#9202a8c04000641f800000001efb6ca4		Ernest Constantine, Landgrave of Hesse-Philipptshal	Philippsthal
#9202a8c04000641f800000001d360d1d	1761	Landgravine Juliane of Hesse-Philippsthal	Zutphen
#9202a8c04000641f8000000013128112	1704-03-21	Alexander Ferdinand, 3rd Prince of Thurn and Taxis	Frankfurt
#9202a8c04000641f8000000012e96ba2	1733-06-02	Karl Anselm, 4th Prince of Thurn and Taxis	Frankfurt
#9202a8c04000641f8000000000117d1c	1666-09-06	Ivan V of Russia	Moscow
#9202a8c04000641f8000000006bb7121	1664-10-12	Praskovia Saltykova	
#9202a8c04000641f800000001f466383		Ulrike Louise of Solms-Braunfels	Hungen
#9202a8c04000641f800000001c540642	1748-01-30	Frederick V, Landgrave of Hesse-Homburg	Bad Homburg vor der Höhe
#9202a8c04000641f800000001e392b38		Charles Louis, Count of Nassau-Saarbrücken	Saarbrücken
#9202a8c04000641f800000001e9212ec	1517	Bernard IV, Margrave of Baden-Durlach	
#9202a8c04000641f800000001e94017f		Anna Amalia of Baden-Durlach	
#9202a8c04000641f8000000012e67dd2	1461	Edzard I of East Frisia	Greetsiel
#9202a8c04000641f800000001e6296cf		Albert, Count of Nassau-Weilburg	Weilburg
#9202a8c04000641f800000001d9e2b13		Gustav Adolph, Count of Nassau-Saarbrücken	Saarbrücken
#9202a8c04000641f800000001e3e5fab		Walrad, Prince of Nassau-Usingen	Roermond
#9202a8c04000641f800000001f6fc42c		Crato, Count of Nassau-Saarbrücken	
#9202a8c04000641f800000001f451572		Frederick, Count of Nassau-Weilburg	Metz
#9202a8c04000641f8000000005c342d8	1341	Hermann II, Landgrave of Hesse	Grebenstein
#9202a8c04000641f800000001dbebeab		Armgard, Countess of Rietberg	
#9202a8c04000641f800000002023796b		Simon VII, Count of Lippe	
#9202a8c04000641f800000001dc071cc	1690-06-13	George Albert, Prince of East Frisia	
#9202a8c04000641f800000000472a898	1691-11-10	Wilhelm Heinrich, Duke of Saxe-Eisenach	Oranjewoud
#9202a8c04000641f800000000ab09acd	1664-06-13	John Ernst of Nassau-Weilburg	Weilburg
#9202a8c04000641f800000001f455e19		Princess Leopoldine of Baden	Karlsruhe
#9202a8c04000641f8000000000e4cc81	1789-08-27	Joseph Georg Friedrich Ernst Karl, Duke of Saxe-Altenburg	Hildburghausen
#9202a8c04000641f80000000005075e2	1830-07-08	Princess Alexandra of Saxe-Altenburg	Altenburg
#9202a8c04000641f8000000000d14510	1818-04-14	Marie of Saxe-Altenburg	Hildburghausen
#9202a8c04000641f800000001469442c	1826-03-26	Princess Elisabeth of Saxe-Altenburg	Hildburghausen
#9202a8c04000641f8000000004628250	1812-09-21	Countess Claudine Rhédey von Kis-Rhéde	Sângeorgiu de Pădure
#9202a8c04000641f80000000001af8b3	1837-08-28	Francis, Duke of Teck	Osijek
